"","course_code","title","credits","department","course_number"
"443","BEHT 471","Child and Youth Supports and Interventions I","4","BEHT","471"
"444","BEHT 472","Child and Youth Supports and Interventions II","4","BEHT","472"
"445","BEHT 473","Parent and Family Supports and Interventions","4","BEHT","473"
"446","BEHT 474","Community Interventions to Support Youth and Families","4","BEHT","474"
"447","BEHT 481","Supervised Practicum I in Child Behavioral Health","4","BEHT","481"
"448","BEHT 482","Supervised Practicum II in Child Behavioral Health","4","BEHT","482"
"449","BEHT 487","Integrated Practice I in Child Behavioral Health","8","BEHT","487"
"450","BEHT 488","Integrated Practice II in Child Behavioral Health","8","BEHT","488"
"451","BEHT 489","Integrated Practice III in Child Behavioral Health","8","BEHT","489"
"452","BIOE 196","Field Studies: [Topic]","1-12","BIOE","196"
"453","BIOE 198","Laboratory Projects: [Topic]","1-12","BIOE","198"
"454","BIOE 199","Special Studies: [Topic]","1-5","BIOE","199"
"455","BIOE 251","Fundamentals of Bioengineering I","4","BIOE","251"
"456","BIOE 252","Fundamentals of Bioengineering II","4","BIOE","252"
"457","BIOE 253","Fundamentals of Bioengineering III","4","BIOE","253"
"458","BIOE 299","Special Studies: [Topic]","1-5","BIOE","299"
"459","BIOE 399","Special Studies: [Topic]","1-5","BIOE","399"
"460","BIOE 401","Research: [Topic]","1-12","BIOE","401"
"461","BIOE 402","Supervised College Teaching","1-5","BIOE","402"
"462","BIOE 403","Thesis","1-12","BIOE","403"
"463","BIOE 404","Internship: [Topic]","1-12","BIOE","404"
"464","BIOE 405","Reading and Conference: [Topic]","1-5","BIOE","405"
"465","BIOE 406","Field Studies: [Topic]","1-12","BIOE","406"
"466","BIOE 407","Seminar: [Topic]","1-5","BIOE","407"
"467","BIOE 408","Laboratory Projects: [Topic]","1-12","BIOE","408"
"468","BIOE 409","Terminal Project","1-12","BIOE","409"
"469","BIOE 410","Experimental Course: [Topic]","1-5","BIOE","410"
"470","BIOE 410L","Experimental Course: [Topic]","4","BIOE","410L"
"471","BI 121","Introduction to Human Physiology","4","BI","121"
"472","BI 123","Biology of Cancer","4","BI","123"
"473","BI 125","Biology of Immortality","4","BI","125"
"474","BI 130","Introduction to Ecology","4","BI","130"
"475","BI 132","Introduction to Animal Behavior","4","BI","132"
"476","BI 140","Science, Policy, and Biology","4","BI","140"
"477","BI 150","Ocean Planet","4","BI","150"
"478","BI 170","Happiness: a Neuroscience and Psychology Perspective","4","BI","170"
"479","BI 196","Field Studies: [Topic]","1-2","BI","196"
"480","BI 198","Laboratory Projects: [Topic]","1-12","BI","198"
"481","BI 199","Special Studies: [Topic]","1-5","BI","199"
"482","BI 199L","Special Studies: [Topic]","4","BI","199L"
"483","BI 211","General Biology I: Cells","5","BI","211"
"484","BI 212","General Biology II: Organisms","5","BI","212"
"485","BI 213","General Biology III: Ecology and Evolution","5","BI","213"
"486","BI 214","General Biology IV: Biochemistry and Genetics","5","BI","214"
"487","BI 281H","Accelerated Biology I: Cells, Biochemistry and Physiology","6","BI","281H"
"488","BI 282H","Accelerated Biology II: Genetics and Molecular Biology","6","BI","282H"
"489","BI 283H","Accelerated Biology III: Evolution, Diversity and Ecology","6","BI","283H"
"490","BI 307","Forest Biology","4","BI","307"
"491","BI 320","Molecular Genetics","4","BI","320"
"492","BI 322","Cell Biology","4","BI","322"
"493","BI 326","Immunology and Infectious Disease","4","BI","326"
"494","BI 328","Developmental Biology","4","BI","328"
"495","BI 330","Microbiology","3","BI","330"
"496","BI 331","Microbiology Laboratory","3","BI","331"
"497","BI 353","Sensory Physiology","4","BI","353"
"498","BI 356","Animal Physiology","5","BI","356"
"499","BI 357","Marine Biology","4","BI","357"
"500","BI 358","Investigations in Medical Physiology","4","BI","358"
"501","BI 359","Plant Biology","4","BI","359"
"502","BI 360","Neurobiology","4","BI","360"
"503","BI 370","Ecology","5","BI","370"
"504","BI 374","Conservation Biology","4","BI","374"
"505","BI 380","Evolution","4","BI","380"
"506","BI 390","Animal Behavior","4","BI","390"
"507","BI 395","Tropical Ecology","4","BI","395"
"508","BI 399","Special Studies: [Topic]","1-5","BI","399"
"509","BI 399L","Special Studies: [Topic]","4","BI","399L"
"510","BI 401","Research: [Topic]","1-16","BI","401"
"511","BI 402","Supervised College Teaching","1-6","BI","402"
"512","BI 403","Thesis","1-12","BI","403"
"513","BI 404","Internship: [Topic]","1-16","BI","404"
"514","BI 405","Reading and Conference: [Topic]","1-16","BI","405"
"515","BI 406","Practicum: [Topic]","1-12","BI","406"
"516","BI 407","Seminar: [Topic]","1-2","BI","407"
"517","BI 408","Workshop: [Topic]","1-12","BI","408"
"518","BI 409","Capstone","1-12","BI","409"
"519","BI 410","Experimental Course: [Topic]","1-16","BI","410"
"520","BI 410L","Experimental Course: [Topic]","4","BI","410L"
"521","BI 422","Protein Toxins in Cell Biology","4","BI","422"
"522","BI 423","Human Molecular Genetics","4","BI","423"
"523","BI 426","Genetics of Cancer","4","BI","426"
"524","BI 427","Molecular Genetics of Human Disease","4","BI","427"
"525","BI 428","Developmental Genetics","4","BI","428"
"526","BI 430","Analysis of Neural Data","4","BI","430"
"527","BI 432","Mycology","5","BI","432"
"528","BI 433","Bacterial-Host Interactions","4","BI","433"
"529","BI 442","Systematic Botany","5","BI","442"
"530","BI 448","Field Botany","4","BI","448"
"531","BI 451","Invertebrate Zoology","1-10","BI","451"
"532","BI 454","Estuarine Biology","5","BI","454"
"533","BI 455","Marine Birds and Mammals","1-6","BI","455"
"534","BI 457","Marine Biology: [Topic]","1-8","BI","457"
"535","BI 458","Biological Oceanography","5","BI","458"
"536","BI 461","Systems Neuroscience","4","BI","461"
"537","BI 463","Cellular Neuroscience","4","BI","463"
"538","BI 466","Developmental Neurobiology","4","BI","466"
"539","BI 468","Amphibians and Reptiles of Oregon","4","BI","468"
"540","BI 471","Population Ecology","4","BI","471"
"541","BI 472","Community Ecology","4","BI","472"
"542","BI 474","Marine Ecology","1-8","BI","474"
"543","BI 484","Molecular Evolution","4","BI","484"
"544","BI 488","Evolutionary Processes","4","BI","488"
"545","BI 497M","Deterministic Dynamical Modeling in Biology","4","BI","497M"
"546","BI 499M","Stochastic Dynamical Modeling in Biology","4","BI","499M"
"547","BLST 196","Field Studies: [Topic]","1-12","BLST","196"
"548","BLST 198","Workshop: [Topic]","1-12","BLST","198"
"549","BLST 199","Special Studies: [Topic]","1-5","BLST","199"
"550","BLST 299","Special Studies: [Topic]","1-5","BLST","299"
"551","BLST 399","Special Studies: [Topic]","1-5","BLST","399"
"552","BLST 401","Research: [Topic]","1-12","BLST","401"
"553","BLST 403","Thesis","1-12","BLST","403"
"554","BLST 404","Internship: [Topic]","1-12","BLST","404"
"555","BLST 405","Reading and Conference: [Topic]","1-5","BLST","405"
"556","BLST 407","Seminar: [Topic]","1-5","BLST","407"
"557","BLST 409","Terminal Project","1-12","BLST","409"
"558","BLST 410","Experimental Course: [Topic]","1-5","BLST","410"
"559","BRIN 221","Tapping into the World of Beer and Brewing","4","BRIN","221"
"560","BRIN 322","Advanced Brewing Laboratory","4","BRIN","322"
"561","BRIN 323","Brewing Innovation: Past, Present, and Future","4","BRIN","323"
"562","BRIN 424","Capstone: Interdisciplinary Beer Design Lab","4","BRIN","424"
"563","BA 101Z","Introduction to Business","4","BA","101Z"
"564","BA 199","Special Studies: [Topic]","1-5","BA","199"
"565","BA 211Z","Principles of Financial Accounting","4","BA","211Z"
"566","BA 213Z","Principles of Managerial Accounting","4","BA","213Z"
"567","BA 215","Accounting: Language of Business Decisions","4","BA","215"
"568","BA 240","Spreadsheet Analysis and Visualization","4","BA","240"
"569","BA 252","Global Perspectives in Business","4","BA","252"
"570","BA 308","Leadership and Communication","4","BA","308"
"571","BA 308H","Leadership and Communication","4","BA","308H"
"572","BA 315","Economy, Industry, and Competitive Analysis","4","BA","315"
"573","BA 316","Management: Creating Value through People","4","BA","316"
"574","BA 317","Marketing: Creating Value for Customers","4","BA","317"
"575","BA 318","Finance: Creating Value through Capital","4","BA","318"
"576","BA 322","Fundamentals of Sustainable Business","4","BA","322"
"577","BA 325","Business Law and Ethics","4","BA","325"
"578","BA 361","Cross-Cultural Business Communication","4","BA","361"
"579","BA 365","Cross-Cultural Negotiation","4","BA","365"
"580","BA 399","Special Studies: [Topic]","1-5","BA","399"
"581","BA 400M","Temporary Multilisted Course","1-5","BA","400M"
"582","BA 404","Internship: [Topic]","1-4","BA","404"
"583","BA 406","Practicum: [Topic]","1-12","BA","406"
"584","BA 407","Seminar: [Topic]","1-4","BA","407"
"585","BA 410","Experimental Course: [Topic]","1-4","BA","410"
"586","BA 425","Law for Managers","4","BA","425"
"587","BA 453","Business Strategy and Planning","4","BA","453"
"588","BA 453H","Business Strategy and Planning","4","BA","453H"
"589","BE 199","Special Studies: [Topic]","1-5","BE","199"
"590","BE 401","Research: [Topic]","1-21","BE","401"
"591","BE 405","Reading and Conference: [Topic]","1-21","BE","405"
"592","BE 406","Practicum: [Topic]","1-12","BE","406"
"593","BE 407","Seminar: [Topic]","1-4","BE","407"
"594","BE 409","Terminal Project","1-12","BE","409"
"595","BE 410","Experimental Course: [Topic]","1-4","BE","410"
"596","CH 111","Introduction to Chemical Principles","4","CH","111"
"597","CH 113","The Chemistry of Sustainability","4","CH","113"
"598","CH 196","Field Studies: [Topic]","1-2","CH","196"
"599","CH 198","Workshop: [Topic]","1-2","CH","198"
"600","CH 199","Special Studies: [Topic]","1-5","CH","199"
"601","CH 221","General Chemistry I","4","CH","221"
"602","CH 222","General Chemistry II","4","CH","222"
"603","CH 223","General Chemistry III","4","CH","223"
"604","CH 224H","Advanced General Chemistry I","4","CH","224H"
"605","CH 225H","Advanced General Chemistry II","4","CH","225H"
"606","CH 226H","Advanced General Chemistry III","4","CH","226H"
"607","CH 227","General Chemistry Laboratory","2","CH","227"
"608","CH 228","General Chemistry Laboratory","2","CH","228"
"609","CH 229","General Chemistry Laboratory","2","CH","229"
"610","CH 299","Special Studies: [Topic]","1-5","CH","299"
"611","CH 331","Organic Chemistry I","4","CH","331"
"612","CH 335","Organic Chemistry II","4","CH","335"
"613","CH 336","Organic Chemistry III","4","CH","336"
"614","CH 337","Organic Chemistry Laboratory","3","CH","337"
"615","CH 338","Organic Chemistry Laboratory","3","CH","338"
"616","CH 341","Majors Track Organic Chemistry I","4","CH","341"
"617","CH 342","Majors Track Organic Chemistry II","4","CH","342"
"618","CH 343","Majors Track Organic Chemistry III","4","CH","343"
"619","CH 348","Organic Chemistry Laboratory for Majors","4","CH","348"
"620","CH 349","Organic Chemistry Lab for Majors","4","CH","349"
"621","CH 360","Physiological Biochemistry","4","CH","360"
"622","CH 399","Special Studies: [Topic]","1-5","CH","399"
"623","CH 399L","Special Studies: [Topic]","3","CH","399L"
"624","CH 401","Research: [Topic]","1-21","CH","401"
"625","CH 403","Thesis","1-12","CH","403"
"626","CH 405","Reading and Conference: [Topic]","1-21","CH","405"
"627","CH 406","Field Studies: [Topic]","1-21","CH","406"
"628","CH 407","Seminar: [Topic]","1-5","CH","407"
"629","CH 408","Laboratory Projects: [Topic]","1-12","CH","408"
"630","CH 409","Terminal Project","1-12","CH","409"
"631","CH 410","Experimental Course: [Topic]","1-5","CH","410"
"632","CH 410L","Experimental Course: [Topic]","4","CH","410L"
"633","CH 411","Physical Chemistry","4","CH","411"
"634","CH 412","Physical Chemistry","4","CH","412"
"635","CH 413","Physical Chemistry","4","CH","413"
"636","CH 417","Physical Chemistry Laboratory","4","CH","417"
"637","CH 418","Physical Chemistry Laboratory","4","CH","418"
"638","CH 419","Physical Chemistry Laboratory","4","CH","419"
"639","CH 420","Physical Organic Chemistry I","4","CH","420"
"640","CH 421","Physical Organic Chemistry II","4","CH","421"
"641","CH 429","Instrumental Analysis","5","CH","429"
"642","CH 431","Inorganic Chemistry","4","CH","431"
"643","CH 432","Inorganic Chemistry","4","CH","432"
"644","CH 433","Inorganic Chemistry","4","CH","433"
"645","CH 441","Quantum Chemistry","4","CH","441"
"646","CH 442","Quantum Chemistry and Spectroscopy","4","CH","442"
"647","CH 443","Quantum Chemistry and Spectroscopy","4","CH","443"
"648","CH 445","Statistical Mechanics","4","CH","445"
"649","CH 446","Chemical Kinetics: [Topic]","4","CH","446"
"650","CH 447","Computational Chemistry","4","CH","447"
"651","CH 451","Advanced Organic-Inorganic Chemistry","4","CH","451"
"652","CH 452","Advanced Organic Chemistry—Stereochemistry and Reactions","4","CH","452"
"653","CH 454","Advanced Electrochemistry","4","CH","454"
"654","CH 461","Biochemistry","4","CH","461"
"655","CH 462","Biochemistry","4","CH","462"
"656","CH 463","Biochemistry","4","CH","463"
"657","CH 464","RNA Biochemistry","4","CH","464"
"658","CH 465","Physical Biochemistry","4","CH","465"
"659","CH 466","Structural Biochemistry","4","CH","466"
"660","CH 467","Biochemistry Laboratory","4","CH","467"
"661","CH 468","Cellular Biochemistry","4","CH","468"
"662","CHN 101","First-Year Chinese","5","CHN","101"
"663","CHN 102","First-Year Chinese","5","CHN","102"
"664","CHN 103","First-Year Chinese","5","CHN","103"
"665","CHN 105","Accelerated First-Year Chinese I","5","CHN","105"
"666","CHN 106","Accelerated First-Year Chinese II","5","CHN","106"
"667","CHN 150","Introduction to Chinese Narrative","4","CHN","150"
"668","CHN 151","Introduction to Chinese Film","4","CHN","151"
"669","CHN 152","Introduction to Chinese Popular Culture","4","CHN","152"
"670","CHN 196","Field Studies: [Topic]","1-2","CHN","196"
"671","CHN 198","Workshop: [Topic]","1-2","CHN","198"
"672","CHN 199","Special Studies: [Topic]","1-5","CHN","199"
"673","CHN 200M","Temp Multilist Course","4","CHN","200M"
"674","CHN 201","Second-Year Chinese","5","CHN","201"
"675","CHN 202","Second-Year Chinese","5","CHN","202"
"676","CHN 203","Second-Year Chinese","5","CHN","203"
"677","CHN 204","Accelerated Second-Year Chinese I","5","CHN","204"
"678","CHN 205","Accelerated Second-Year Chinese II","5","CHN","205"
"679","CHN 206","Accelerated Second-Year Chinese III","5","CHN","206"
"680","CHN 301","Third-Year Chinese I","5","CHN","301"
"681","CHN 302","Third-Year Chinese II","5","CHN","302"
"682","CHN 303","Third-Year Chinese III","5","CHN","303"
"683","CHN 305","History of Chinese Literature","4","CHN","305"
"684","CHN 306","History of Chinese Literature II, The Imperial Age","4","CHN","306"
"685","CHN 307","History of Chinese Literature","4","CHN","307"
"686","CHN 308","Literature of Modern Taiwan","4","CHN","308"
"687","CHN 350","Gender and Sexuality in Traditional Chinese Literature","4","CHN","350"
"688","CHN 351","Gender and Sexuality in Modern Chinese Literature","4","CHN","351"
"689","CHN 380","Self and Society in Traditional Chinese Literature","4","CHN","380"
"690","CHN 399","Special Studies: [Topic]","1-5","CHN","399"
"691","CHN 399L","Special Studies: [Topic]","4","CHN","399L"
"692","CHN 400M","Temporary Multilisted Course","1-5","CHN","400M"
"693","CHN 401","Research: [Topic]","1-21","CHN","401"
"694","CHN 403","Thesis","1-6","CHN","403"
"695","CHN 405","Reading and Conference: [Topic]","1-21","CHN","405"
"696","CHN 406","Field Studies: [Topic]","1-21","CHN","406"
"697","CHN 407","Seminar: [Topic]","1-4","CHN","407"
"698","CHN 408","Workshop: [Topic]","1-21","CHN","408"
"699","CHN 409","Terminal Project","1-12","CHN","409"
"700","CHN 410","Experimental Course: [Topic]","1-5","CHN","410"
"701","CHN 413","Modern Chinese Texts: [Topic]","1-4","CHN","413"
"702","CHN 420","Intermediate Language Strategies","4","CHN","420"
"703","CHN 421","Intermediate Language Strategies","4","CHN","421"
"704","CHN 422","Intermediate Language Strategies","4","CHN","422"
"705","CHN 434","Media Chinese","4","CHN","434"
"706","CHN 436","Literary Chinese","4","CHN","436"
"707","CHN 437","Literary Chinese","4","CHN","437"
"708","CHN 439","Chinese Academic Writing","4","CHN","439"
"709","CHN 445","Advanced Chinese: [Topic]","4","CHN","445"
"710","CHN 452","Chinese Film and Theory","4","CHN","452"
"711","CHN 480","Chinese Linguistics","4","CHN","480"
"712","CHN 482","History of the Chinese Language","4","CHN","482"
"713","CINE 110M","Introduction to Film and Media","4","CINE","110M"
"714","CINE 111","How to Watch TV","4","CINE","111"
"715","CINE 151M","Introduction to Korean Cinema","4","CINE","151M"
"716","CINE 198","Workshop: [Topic]","1-12","CINE","198"
"717","CINE 199","Special Studies: [Topic]","1-5","CINE","199"
"718","CINE 230","Remix Cultures","4","CINE","230"
"719","CINE 260M","Media Aesthetics","4","CINE","260M"
"720","CINE 265","History of the Motion Picture I","4","CINE","265"
"721","CINE 266","History of the Motion Picture II","4","CINE","266"
"722","CINE 267","History of the Motion Picture III","4","CINE","267"
"723","CINE 268","United States Television History","4","CINE","268"
"724","CINE 270","Narrative Production I","6","CINE","270"
"725","CINE 320","Beginning Screenwriting","4","CINE","320"
"726","CINE 335","Exhibition and Audiences","4","CINE","335"
"727","CINE 340","Production Studies","4","CINE","340"
"728","CINE 345","Stars","4","CINE","345"
"729","CINE 350","Queer European Cinema","4","CINE","350"
"730","CINE 360","Film Theory","4","CINE","360"
"731","CINE 362M","Contemporary Korean Film","4","CINE","362M"
"732","CINE 365","Digital Cinema","4","CINE","365"
"733","CINE 370","Narrative Production II","4","CINE","370"
"734","CINE 381M","Film, Media, and Culture","4","CINE","381M"
"735","CINE 399","Special Studies: [Topic]","1-5","CINE","399"
